"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @Rpsingh5153P: My sincere and humble greetings and good wishes to the working class and their representatives on this momentous occasion…","en","Kalol Ahemadabad, India",0.7845,0,0.47,0.53,"pos",2020-05-01,"Kalol Ahemadabad","India",1
"RT @ladywithflaws: Litti chokha lovers please get yourself tested for Covid-19. You're already showing one symptom - lack of taste.","en","India",0.3612,0.135,0.643,0.222,"pos",2020-05-01,NA,"India",1
"COVID-19 lockdown: Jhandewalan Temple provides meals to migrant workers, homeless people https://t.co/l3rJ3EdiZq","en","Hyderabad, India",0,0,1,0,"neu",2020-05-01,"Hyderabad","India",0
"RT @pradeepjourno: The 20-day-old son of a BEST bus driver and the newborn’s mother were among six who tested positive for Covid-19 in the…","en","Mumbai, India",0.6369,0,0.741,0.259,"pos",2020-05-01,"Mumbai","India",1
"On April 20, the middle-aged man was admitted to the Government Institute of Medical Sciences (GIMS) over suspicion… https://t.co/A9Gx4Kvg3z","en","India",-0.2023,0.194,0.672,0.134,"neg",2020-05-01,NA,"India",-1
"RT @akanksha_kumar3: Around 500 families of domestic workers in Gurugram's Saraswati Kunj, Chakkarpur, Wazirabad, Badshahpur &amp; Ghata Villag…","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"RT @himswar: COVID-19 testing rate in Himachal Pradesh is 700 per million people – among the highest in the country. #HimachalFightsCorona","en","Shimla, India",0,0,1,0,"neu",2020-05-01,"Shimla","India",0
"RT @tfipost: Race to COVID-19 Vaccine – India &amp; China race to mass produce the vaccine for the world. India is winning

Serum Institute of…","en","Chandigarh, India",0.5859,0,0.774,0.226,"pos",2020-05-01,"Chandigarh","India",1
"The World Bank estimates that 40 million internal migrants have been impacted in India due to the COVID-19 lockdown… https://t.co/tWm7CCp4nZ","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"#IndiaFightsCorona
EPFO reiterates its commitment to serving during this difficult situation. EPFO has settled 10.0… https://t.co/wColYQBsAK","en","Howrah , India",-0.0772,0.234,0.561,0.206,"neg",2020-05-01,"Howrah ","India",-1
"RT @amarprasadreddy: If you have any of these emergency warning signs for #COVID__19 then you need to get medical attention immediately.Thi…","en","Ludhiana, India",-0.1027,0.149,0.851,0,"neg",2020-05-01,"Ludhiana","India",-1
"#IndiaFightsCorona
The ModiGovt has approved Rs.15,000 crore for the India COVID-19 Emergency Response and HealthSy… https://t.co/mPnHCqeUBu","en","Howrah , India",0,0,1,0,"neu",2020-05-01,"Howrah ","India",0
"Modi Government uses Covid-19 for savage attack on Workers.
#NoTo12Hrs #EnactBNEGA #MayDay
https://t.co/F6XDzwyLQh","en","New Delhi, India",-0.4767,0.341,0.659,0,"neg",2020-05-01,"New Delhi","India",-1
"RT @aiims_rpr: AllMS Raipur has approved testing facility at Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh. According…","en","Baloda Bazar, India",0,0,1,0,"neu",2020-05-01,"Baloda Bazar","India",0
"RT @Fairoz_JK: Today is #LabourDay and it's all about fighting  for workers' rights.
On this Labour day we pay tribute to all the essential…","en","New Delhi, India",-0.4588,0.364,0.636,0,"neg",2020-05-01,"New Delhi","India",-1
"Movement of migrant workers, pilgrims, tourists, students &amp; other persons, stranded at different places, is also al… https://t.co/ePnNUUyTVE","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"In the COVID-19 pandemic
there are many questions and concerns about what this outbreak means during pregnancy, que… https://t.co/mVElNqhdNY","en","Goregaon, India",0,0,1,0,"neu",2020-05-01,"Goregaon","India",0
"States are asked to ensure smooth movement of trucks in the country, says Punya Salila Srivastava. 

Track all… https://t.co/X1AO3xA1Xt","en","Mumbai, India",0,0,1,0,"neu",2020-05-01,"Mumbai","India",0
"Pleasure to have been part of Webinar on “Covid-19 and Textiles &amp; Clothing Sector in India"" organised by@Psm_cuts.… https://t.co/2I9oS8OE6j","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"RT @OvaisSultanKhan: Another BJP leader launched a communal attack on a Muslim vegetable vendor in Uttar Pradesh, during the COVID-19 lockd…","en","Thane, India",-0.4767,0.205,0.795,0,"neg",2020-05-01,"Thane","India",-1
"RT @INCTelangana: COVID-19 has claimed 1147 lives.

The sad part is, more than 300 deaths have been recorded because of the unplanned lockd…","en","Hyderabad, India",-0.7906,0.5,0.5,0,"neg",2020-05-01,"Hyderabad","India",-1
"RT @amitabhnews18: Far in the North east, Tripura setting an example. CM @BjpBiplab announced that Tripura is #coronavirus free. But state…","en","Chennai, India",0.5106,0,0.752,0.248,"pos",2020-05-01,"Chennai","India",1
"8-yr-old boy, nurse test positive for Covid-19 in Kolkata hospital, 11 med staff down with fever https://t.co/FDGYVRRGpN","en","Kolkata, India",0,0,1,0,"neu",2020-05-01,"Kolkata","India",0
"RT @nildeoreIAS: #CoronaUpdates #Madhubani

13 new positive #Covid_19 cases in Madhubani district.

Will update details shortly 
#StayHomeS…","en","Amroha, India",0,0,1,0,"neu",2020-05-01,"Amroha","India",0
"COVID-19 And Pets: Do Pets Or Animals Spread Novel Coronavirushttps://vilabin.com/article/covid-19-and-pets-do-pets… https://t.co/DBOQ0NrYou","en","Kolkata, India",0.3182,0,0.723,0.277,"pos",2020-05-01,"Kolkata","India",1
"RT @KotaNeelima: Ground reality. ‘#MGNREGA payment delays are hurting poor. Interior villages are not getting supplies. Without ration card…","en","New Delhi, India",-0.8316,0.468,0.532,0,"neg",2020-05-01,"New Delhi","India",-1
"RT @SushilParmarGAS: Pledge for winning the war on #COVID__19. #VijaySankalp @collectorgirsom https://t.co/IPPWlbnajm","en","Gujarat, India",-0.0258,0.448,0.115,0.437,"neg",2020-05-01,"Gujarat","India",-1
"RT @maryashakil: Rail services to resume for migrants, pilgrims, students and those stranded. 

Railways willl be issuing detailed guidelin…","en",", India",0,0,1,0,"neu",2020-05-01,"","India",0
"Dear sir  I suggest you pls do like that .
https://t.co/94hqMHcOqQ.      @ArvindKejriwal @AamAadmiParty… https://t.co/y4u5aW2zRb","en","New Delhi, India",0.6249,0,0.37,0.63,"pos",2020-05-01,"New Delhi","India",1
"* COVID-19 updates as on 01.05.2020 at 8 AM * 👇

▪️ Active Cases: *25,007*
▪️ Cured/Discharged/Migrated cases: *8,8… https://t.co/IqJeZTJHxQ","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @ShashiTharoor: Coming soon! Reimagining these iconic works by Gurudev Rabindranath Tagore: https://t.co/CEUAG4q0HV
@3threewomen","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @neelkamald: Congratulations @sfacindia @sss1482 @arvindblues for making this happen in the most difficult n challenging of situations.…","en","India",-0.3612,0.333,0.667,0,"neg",2020-05-01,NA,"India",-1
"List of red/orange/green districts (state-wise) for the week after May 3. Which you may find useful.

https://t.co/0nscOfRbMV","en","India",0.4767,0,0.78,0.22,"pos",2020-05-01,NA,"India",1
"RT @SaniaAhmad1111: Evr since the Covid-19 madness started in India, we hv come across so many cases of Muslims cremating the Hindu dead th…","en","Bhopal, India",-0.8176,0.349,0.651,0,"neg",2020-05-01,"Bhopal","India",-1
"Wear mask and be safe. 
Wearing mask may not be so comfortable but always remember that mask protect you from covid… https://t.co/9jqGklymfK","en","Agartala,India",0.7906,0,0.529,0.471,"pos",2020-05-01,"Agartala","India",1
"RT @BlindDelhi: Here are some pictures from the distribution of ration kits to people residing in Nathupura in North East Delhi. Thank you…","en","Hyderabad, India",0.3612,0,0.8,0.2,"pos",2020-05-01,"Hyderabad","India",1
"RT @BJP4India: India has conducted the second highest number of tests after Germany at 1,000 deaths due to COVID-19. 

India continues to t…","en","Kheralu, India",-0.5574,0.257,0.658,0.086,"neg",2020-05-01,"Kheralu","India",-1
"#UttarPradesh reports 2,281 positive cases, 1,685 active cases, 41 deaths 
#COVID19 #coronavirus… https://t.co/D9VRx8KvWo","en","New Delhi, India",-0.5994,0.438,0.562,0,"neg",2020-05-01,"New Delhi","India",-1
"RT @warispathan: A special welcome for this lady who works in an ICU Dept of a hospital where COVID-19 Patients are treated. Came home afte…","en","Mumbai, India",0.6597,0,0.671,0.329,"pos",2020-05-01,"Mumbai","India",1
"Don't think that this lockdown is a burden on you. You have got the best time of your life, so live it to the fulle… https://t.co/OiXV54dpOP","en","Jalandhar, India",0.3182,0.206,0.496,0.298,"pos",2020-05-01,"Jalandhar","India",1
"COVID-19: PM Modi meets Amit Shah, top ministers to discuss way forward as lockdown nears end - The Financial Expre… https://t.co/DZS9hEZ3nc","en","Chennai, India",0.2023,0,0.893,0.107,"pos",2020-05-01,"Chennai","India",1
"RT @AdityaMenon22: ""Corona Vispot (explosion)"" being used for Sikh pilgrims returning from Nanded the way Corona Jihad was used for Tabligh…","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"Business Insider India: Impact of COVID-19 on the influencer marketing industry.
https://t.co/uOBUHSfrdU… https://t.co/cZpk8Uluu4","en","Bengaluru South, India",0,0,1,0,"neu",2020-05-01,"Bengaluru South","India",0
".@DrRPNishank @HRDMinistry: Ensure Education. STOP HIKE in School Fee for 2020-2021 #COVID-19 - Sign the Petition!… https://t.co/h110a78G67","en","Bengaluru South, India",-0.296,0.239,0.761,0,"neg",2020-05-01,"Bengaluru South","India",-1
"Glance through the important information on the use of Hydroxychloroquine (HCQ) during the COVID-19 outbreak.… https://t.co/IThIAXjl6K","en","Vijayawada, India",0,0,1,0,"neu",2020-05-01,"Vijayawada","India",0
"PNB Head office in Dwarka Delhi has one confirmed corona positive case..cud b more .1000s of employees attend daily… https://t.co/R1NysvNoTr","en","Gurgaon, India",0,0,1,0,"neu",2020-05-01,"Gurgaon","India",0
"RT @HFWOdisha: State Rapid Response Team led by an Additional Director has proceeded to Balangir to strengthen surveillance and containment…","en","India",0.3182,0,0.827,0.173,"pos",2020-05-01,NA,"India",1
"RT @johnfseaman: JUST PUBLISHED: As Europe-China relations grow more complex amid #COVID19, the 21 institutes of @ETNC17 have put together…","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"'#PradhanMantriGaribKalyanYojana has failed #trans persons': Activists seek help from ministries as less than 1% of… https://t.co/iaVEsVb7Ss","en","India",-0.2023,0.312,0.446,0.241,"neg",2020-05-01,NA,"India",-1
"RT @TimesNow: #Breaking | A family violates lockdown &amp; travels from Mumbai to Pratapgarh. 

3 members have now tested positive for COVID-19…","en","Uttar Pradesh, India",0,0,1,0,"neu",2020-05-01,"Uttar Pradesh","India",0
"RT @imMAK02: This is from Ahmedabad, Gujarat.

Cops stopped an ambulance, allegedly abused driver and accused him of spreading #Covid_19 .…","en","Hyderabad, India",-0.296,0.196,0.804,0,"neg",2020-05-01,"Hyderabad","India",-1
"RT @PTI_News: COVID-19: Lockdown extended by two weeks with effect from May 4, says MHA","en","Maharashtra, India",0.1779,0,0.825,0.175,"pos",2020-05-01,"Maharashtra","India",1
"RT @sirajnoida: I hope my junior colleague in the IAS, the Joint Secretary Health, Mr Lav Agarwal will now refrain from naming any communit…","en","Petlad, India",0.4404,0,0.805,0.195,"pos",2020-05-01,"Petlad","India",1
"Lockdown Extended.

What are your thoughts ?? 

#Covid_19 #Lockdownextention #MayDay #IndiaFightsCorona #IndiaFightsCoronavirus","en","Indore, India",0.1779,0,0.541,0.459,"pos",2020-05-01,"Indore","India",1
"Lockdown 3.0: It's a very good decision by @MoHFW_INDIA to extend lockdown for 2 more weeks till May 17.… https://t.co/XriY08heto","en","New Delhi, India",0.5574,0,0.566,0.434,"pos",2020-05-01,"New Delhi","India",1
"RT @PIBHomeAffairs: MHA issues order to further extend #lockdown for 2 weeks  beyond 04.05.2020, to fight #Covid_19.   
New guidelines have…","en","New Delhi, India",-0.2263,0.23,0.619,0.15,"neg",2020-05-01,"New Delhi","India",-1
"In all COVID-19 zones, people above 65, those with comorbidities, pregnant women to stay at home, except for essential works: MHA","en","Tamil Nadu, India",0,0,1,0,"neu",2020-05-01,"Tamil Nadu","India",0
"RT @5Forty3: Frankly, it is hard to question #Lockdown3 or the logic behind it, because India has so far been the best model across the wor…","en","Gujarat, India",0.5859,0.096,0.616,0.288,"pos",2020-05-01,"Gujarat","India",1
"RT @ShashiTharoor: This is welcome news of yet another indigenous remedy for our #COVID19 troubles: https://t.co/JgKpik7ImJ
while we're on…","en","Mumbai, India",0,0,1,0,"neu",2020-05-01,"Mumbai","India",0
"@deepolice12 Sir please take care of other people who are other covid 19 patient government is completely neglating… https://t.co/fVu92SPKE0","en","Bengaluru, India",0.4939,0,0.738,0.262,"pos",2020-05-01,"Bengaluru","India",1
"RT @timesofindia: #LockdownExtended by two weeks with effect from 4 May 

In all #COVID_19 zones, people above 65, those with comorbidities…","en","Mumbai, India",0,0,1,0,"neu",2020-05-01,"Mumbai","India",0
"RT @nishants79: My #ModiBestPmEver

Entire world is praising our PM @narendramodi ji, the way he is handling COVID-19 global pandemic, taki…","en","Maharashtra, India",0,0,1,0,"neu",2020-05-01,"Maharashtra","India",0
"RT @vijaita: After a comprehensive review, and in view of the Lockdown measures having led to significant gains in the COVID-19 situation i…","en","Mumbai, India",0.5267,0,0.726,0.274,"pos",2020-05-01,"Mumbai","India",1
"RT @republic: COVID-19: Kuwait thanks Indian govt for sending rapid response team, medical supplies https://t.co/KUXyDHltIn","en","Greater Noida, India",0.3612,0,0.8,0.2,"pos",2020-05-01,"Greater Noida","India",1
"Is this information true ? #Lockdownextention #Lockdown3 #IndiaFightsCorona #India #LockdownExtended #MayDay2020… https://t.co/UrkBAsrGpW","en","Hyderabad, India",0.4215,0,0.263,0.737,"pos",2020-05-01,"Hyderabad","India",1
"The only good thing about this extension of lockdown is that we have received the information through Press Release… https://t.co/UvB4sHmYHT","en","India",0.4404,0,0.707,0.293,"pos",2020-05-01,NA,"India",1
"Zones #Lockdown3 #Corona
#COVID__19 https://t.co/2I2zA3hWp1","en","Mumbai, India",0,0,1,0,"neu",2020-05-01,"Mumbai","India",0
"RT @indialegalmedia: Official #MHA order on special trains for migrants, pilgrims, tourists and students. Railways will issue guidelines fo…","en","Raipur, India",0.4019,0,0.803,0.197,"pos",2020-05-01,"Raipur","India",1
"RT @khalidbshah: Pakistan using COVID-19 as a cover for cross-border militancy 

https://t.co/rFDXQBMSdQ via @orfonline","en","Bengaluru, India",0,0,1,0,"neu",2020-05-01,"Bengaluru","India",0
"A Wall Street Journal investigation found that cruise ship companies knew Covid-19 posed a danger to passengers and… https://t.co/dFjx3xnVye","en","New Delhi, India",-0.5267,0.221,0.779,0,"neg",2020-05-01,"New Delhi","India",-1
"RT @asadowaisi: The Central govt is fighting COVID-19 with taali, thaali, bijli &amp; a very shady app. Now Delhi’s Sultans have issued a farma…","en","India",-0.3818,0.178,0.822,0,"neg",2020-05-01,NA,"India",-1
"Emerging Shadow Pandemic During COVID-19: Domestic Violence https://t.co/4uwDygGmVu","en","Mumbai, India",0,0,1,0,"neu",2020-05-01,"Mumbai","India",0
"Travel History Of Covid-19 Positive Patient Numbers 123 To 128 Of Odisha #Covid19 #TravelHistory #Odisha 
https://t.co/F5bqmDordl","en","Odisha, India",0.0772,0,0.822,0.178,"pos",2020-05-01,"Odisha","India",1
"RT @UKHouseofLords: #HouseofLords will establish a new #Covid19 committee to scrutinise long-term implications of Covid-19. It'll undertake…","en","Bengaluru, India",0,0,1,0,"neu",2020-05-01,"Bengaluru","India",0
"MHA issues order to further extend #lockdown for 2 weeks  beyond 04.05.2020, to fight #Covid_19.   
New guidelines… https://t.co/582ERXHwV0","en","Siliguri, India",-0.2263,0.23,0.619,0.15,"neg",2020-05-01,"Siliguri","India",-1
"RT @drmurukadas: Tweeted days back: #PlasmaTherapy can't be a  solution to #Covid_19; it's efficacy is yet to be tested.
Now Govt has warne…","en","Chennai, India",-0.1027,0.149,0.851,0,"neg",2020-05-01,"Chennai","India",-1
"RT @DeoSahil: An #update on the #Covid_19 confirmed cases in #Maharashtra
Data updated today evening. 

IMP - note the announcement by @Sac…","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @narendramodi: I welcome the announcements by the Chief of Defence Staff today. India has waged a strong fight against COVID-19 due to c…","en","Sangli, India",0.1779,0.164,0.629,0.208,"pos",2020-05-01,"Sangli","India",1
"RT @yessirtns: Its absolutely evident tht no sooner we come out of d PANDEMIC situation, Modi ji is going to be d GLOBAL LEADER.Its for SUR…","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @guardian: Covid-19 cloud has silver lining for a lighter, leaner British Airways https://t.co/aFDcddwDTP","en","Guwahati, India",0,0,1,0,"neu",2020-05-01,"Guwahati","India",0
"CNBCTV18-CII Poll: What Heads of Top Institutions Said on India’s Strategy to Revive Economy After Covid-19… https://t.co/VoIr82WS7E","en","Chandigarh, India",0.2023,0,0.859,0.141,"pos",2020-05-01,"Chandigarh","India",1
"RT @hend_mana: The ADSCC effort is one of around 60 significant studies in the UAE aiming to produce COVID-19 treatments and improve testin…","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @cobrapost: India’s Digital Response to COVID-19 Risks Creating a Crisis of Trust !

Reports emerging how the app, intended to be ‘conse…","en","Raichur, India",0.296,0.128,0.671,0.201,"pos",2020-05-01,"Raichur","India",1
"People like you are the hope when such a huge population is fighting against COVID 19 and hunger. The way you're co… https://t.co/2Jx06JiEvP","en","Kolkata, India",0.4767,0.266,0.289,0.445,"pos",2020-05-01,"Kolkata","India",1
"Fight against COVID-19 https://t.co/ZVW2BrgpGN","en","Mandi, India",-0.3818,0.722,0.278,0,"neg",2020-05-01,"Mandi","India",-1
"RT @sonalgoelias: Entire Nation is Proud of Preeti Sudan Ma’m leading the Efforts during #Covid_19 .
She has been always dynamic; in her ea…","en","India",0.4767,0,0.744,0.256,"pos",2020-05-01,NA,"India",1
"RT @BradSmi: Microsoft has partnered with @bgca_clubs for decades, so I was happy to introduce @Trevornoah to CEO Jim Clark. In this @Micro…","en","Mathura, India",0,0,1,0,"neu",2020-05-01,"Mathura","India",0
"Both districts Chandauli and Varanasi had a common center of testing for #COVID-19 which was BHU,  now recently one… https://t.co/nUO8y8jOjK","en","Bengaluru South, India",0,0,1,0,"neu",2020-05-01,"Bengaluru South","India",0
"The Difference between Positive and Negative people during #lockdown #LabourDay #Covid_19 #Lockdown3… https://t.co/VEbEhK9d0u","en","Ahmadabad City, India",0,0,1,0,"neu",2020-05-01,"Ahmadabad City","India",0
"@CPHydCity @KTRTRS @TelanganaCMO @ysjagan @TelanganaDGP Request you to take call and help us to go home. Because ho… https://t.co/Oww26nnaPK","en","Hyderabad, India",0.4019,0,0.69,0.31,"pos",2020-05-01,"Hyderabad","India",1
"RT @chennaicorp: Here's the Info Graphic of Today's Covid-19 positive cases in Chennai. #Covid19Chennai #GCC #Chennai #ChennaiCorporation h…","en","Tamil Nadu, India",0,0,1,0,"neu",2020-05-01,"Tamil Nadu","India",0
"RT @airnews_ghy: Special #COVID__19 phone in #DRISTIPAT with ASRLM

√ Saturday, May 2 at 9.30 pm
√ Also live quiz for listeners 

#StayHome…","en","Assam, India",0.4019,0,0.769,0.231,"pos",2020-05-01,"Assam","India",1
"@thakur_shivangi Inspite of opening this @narendramodi should have provided all with free ration, sanitizer, gloves… https://t.co/BjCc09DXer","en","Mumbai, India",0.5106,0,0.645,0.355,"pos",2020-05-01,"Mumbai","India",1
"Liquor results in weaken of immune system, immune system should be strong to fight #COVID__19 , govt open liquor sh… https://t.co/6s0cLOTK1w","en","India",-0.2732,0.289,0.535,0.176,"neg",2020-05-01,NA,"India",-1
"RT @officialmsgfans: In this crisis of the #Covid_19 epidemic, the Dera Sacha Sauda is step by step united in #ServingTheNation. Due to loc…","en","Ambala, India",0,0,1,0,"neu",2020-05-01,"Ambala","India",0
"RT @chennaicorp: #Update
176 Covid-19 Positive cases in Chennai today. 

#Covid19Chennai
#GCC #Chennai
#ChennaiCorporation https://t.co/NTW…","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @frenchpunjabii: 1K Followers Up🥳🥳🥳🥳
#lockdown #lockdownextension #COVID #Covid_19 #RedZones #Order66 #LOEYCON #MayDay #NoTo12Hrs https:…","en","Punjab, India",0,0,1,0,"neu",2020-05-01,"Punjab","India",0
"The military will conduct fly-pasts, IAF will shower petals on hospitals from air and Navy will light up ships to t… https://t.co/9DH6uZNpdb","en","Pune, India",0,0,1,0,"neu",2020-05-01,"Pune","India",0
"US germ warfare research leads to new early Covid-19 test https://t.co/0Qde7Bmtow","en","Pulwama, J&K, India",0,0,1,0,"neu",2020-05-01,"Pulwama","India",0
"RT @TimesNow: COVID-19 is a national issue which the nation as a whole has decided to fight against  : @Amar4Odisha, MP Rajya Sabha &amp; Natio…","en","Bargarh, India",-0.3818,0.206,0.794,0,"neg",2020-05-01,"Bargarh","India",-1
"RT @BillGates: There are over 100 different coronavirus vaccine candidates in the works. These candidates take a variety of approaches to p…","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"RT @nagma_morarji: #maharashtraday #MaharashtraWithCM a 93 yr old woman recovering from #COVID__19 and is thanking drs #CoronaWarriors of t…","en","India",0.3612,0,0.667,0.333,"pos",2020-05-01,NA,"India",1
"RT @Rapesfreeindia: We are in the tough situation of COVID-19 and our country is suffering but everyone deserves justice and victim should…","en","Ghaziabad, India",-0.7269,0.542,0.458,0,"neg",2020-05-01,"Ghaziabad","India",-1
"RT @IGWomenSafety: Red, Orange and Green zones across the country 
#COVID__19 
#Restrictions
#lockdown https://t.co/4VVbmVTOxT","en","India",0,0,1,0,"neu",2020-05-01,NA,"India",0
"RT @WHO: WHO-@EIB partnership will accelerate investments 💰 &amp; address barriers 🚧 in global health. Focus includes:
 
✅Universal Health Cove…","en","Chandigarh, India",-0.128,0.12,0.88,0,"neg",2020-05-01,"Chandigarh","India",-1
"Hence, the #rulership should also provide the following messages to show that the government's approach is the righ… https://t.co/vqN1ihtiw5","en","Amritsar, India",0,0,1,0,"neu",2020-05-01,"Amritsar","India",0
"RT @_imAbdul: BJP Government trying to fight COVID-19","en","Surat, India",-0.3818,0.394,0.606,0,"neg",2020-05-01,"Surat","India",-1
"RT @AdityaMenon22: ""Tablighi Jamaat cases used to blame entire Muslim community, now Huzur Sahib Nanded being targetted to malign Sikhs"": A…","en","India",-0.34,0.156,0.844,0,"neg",2020-05-01,NA,"India",-1
"RT @sanjayezhava: #Quarantine by #Yogi Style @myogiadityanath #COVID__19 https://t.co/qtAtL3wcXH","en","Surat, India",0,0,1,0,"neu",2020-05-01,"Surat","India",0
"RT @SushantSin: I interviewed Lt General BS Raju, Corps commander of @ChinarcorpsIA about the prevailing situation on the Line of Control a…","en","New Delhi, India",0,0,1,0,"neu",2020-05-01,"New Delhi","India",0
"#LockdownExtended 
WTF...
No Beer , No Weed &amp; Just WFH,🤧
How is it possible for Any bachelor Not to bore😭.… https://t.co/XTjWJ8vH95","en","Pune, India",-0.7003,0.537,0.463,0,"neg",2020-05-01,"Pune","India",-1
"RT @htTweets: US President Donald Trump said the World Health Organization should be “ashamed of” itself 

https://t.co/zM7EpdI9lf","en","Gwalior, India",0,0,1,0,"neu",2020-05-01,"Gwalior","India",0
"RT @SortedEagle: ""Convincing Evidence"" : Trump says he's seen info COVID-19 originated at a lab in Wuhan. Further, he says WHO should be as…","en","Kolkata, India",0,0,1,0,"neu",2020-05-01,"Kolkata","India",0
"RT @tsrkhyderabad: Watch India's Biggest ever concert to raise funds to those affected by COVID-19 and to pay tribute to frontline workers…","en","Aligarh,India",-0.1027,0.104,0.896,0,"neg",2020-05-01,"Aligarh","India",-1
"@khanumarfa It seems difficult for you to understand that govt is getting time to prepare infra and get the medical… https://t.co/iKLjbnimtO","en","Delhi, India",-0.3612,0.217,0.783,0,"neg",2020-05-01,"Delhi","India",-1
"RT @AmitShah: Who else can understand the importance of keeping our motherland safe than our Armed forces.

Kudos to the CDS and our Armed…","en","Pune, India",0.4404,0,0.775,0.225,"pos",2020-05-02,"Pune","India",1
"RT @Arya_Star12: Doctors, police, media people, vegetable seller and many other frontline #CoronaWarriors are getting checked for #COVID__1…","en","India",0,0,1,0,"neu",2020-05-02,NA,"India",0
"Finally the @narendramodi gave tribute to the legendary actor #RishiKapoorji by opening up the liquor outlets acros… https://t.co/IcY2uAUpej","en","Mumbai, India",0,0,1,0,"neu",2020-05-02,"Mumbai","India",0
"RT @GauravPandhi: On the left is a quarantine facility in Uttar Pradesh u/d BJP regime &amp; on the right is quarantine facility u/d Congress G…","en","Bidar, India",0,0,1,0,"neu",2020-05-02,"Bidar","India",0
"RT @Radhika_Khera: A Chinese expert claims India is going U.S. way &amp; in a month we will be mourning over same number of Covid-19 cases &amp; re…","en","India",-0.3612,0.214,0.687,0.099,"neg",2020-05-02,NA,"India",-1
"Government e-Marketplace (GeM) simplifies procurement of items related to COVID-19 &amp; adds new COVID-19 related feat… https://t.co/HbuoSJlycP","en","New Delhi, India",0,0,1,0,"neu",2020-05-02,"New Delhi","India",0
"Green Zone people to red zone peoples 
#COVID__19 https://t.co/xiz79TQDxN","en","Bilaspur, India",0,0,1,0,"neu",2020-05-02,"Bilaspur","India",0
"Elaborating his government’s plan to accommodate the #MigrantWorkers, he said arrangements have been made for 10 la… https://t.co/u5aC4g8rq2","en","India",0,0,1,0,"neu",2020-05-02,NA,"India",0
"RT @IndianExpress: A Tablighi Jamaat member, who was quarantined at AIIMS COVID-19 centre in Haryana, said that he has donated plasma twice…","en","chennai,India",0,0,1,0,"neu",2020-05-02,"chennai","India",0
"@THKerala @the_hindu A special train with 847 migrants departed for Lucknow from Nashik in Maharashtra around 10 am… https://t.co/FguwJCQsxx","en","India",0.4019,0,0.722,0.278,"pos",2020-05-02,NA,"India",1
"@narendramodi @AmitShah @uddhavthackeray @Dev_Fadnavis @BJP4Gujarat @PawarSpeaks
Workers from Gujarat being dropped… https://t.co/HDWbUf7Sus","en","Satana, India",-0.2732,0.512,0.488,0,"neg",2020-05-02,"Satana","India",-1
"Meet the sustainability expert @miniya  who is leading the way to help build COVID-19 recovery facilities… https://t.co/KMNuzimQuk","en","New Delhi, India",0.4019,0,0.769,0.231,"pos",2020-05-02,"New Delhi","India",1
"RT @rmdas73: @JansamparkMP @CMMadhyaPradesh Mamaji plz help Covid 19 patient of khandwa they love you,and respect you always,","en","India",0.8834,0,0.307,0.693,"pos",2020-05-02,NA,"India",1
"@republic The Mumbai government is greatest failure...they are unable to handle Covid 19 and working on these cases… https://t.co/oYvuq2QyhE","en","Bengaluru, India",0.6369,0,0.656,0.344,"pos",2020-05-02,"Bengaluru","India",1
"RT @Rohuarajaram: #Covid_19 is pandemic glbobally. #lockdownindia is only solution which is maintained by entire world, currently. Moreover…","en","Dadra And Nagar Haveli, India",0,0,1,0,"neu",2020-05-02,"Dadra And Nagar Haveli","India",0
"1187 workers,labourers from Rajasthan reached their state Bihar.. Thank You @narendramodi ji 🙏

#Covid_19 #lockdownindia","en","Darbhanga, India",0.3818,0,0.625,0.375,"pos",2020-05-02,"Darbhanga","India",1
"RT @sanghaviharsh: PM Shri @narendramodi Ji welcomes armed forces' decision to honour Covid-19 warriors.
 https://t.co/P5ZdKUC3UR","en","Gujarat, India",0.5719,0,0.709,0.291,"pos",2020-05-02,"Gujarat","India",1
"Dear friends we are nominated as a District Nodal NGO to deal with issues relating to women in Srikakulam District… https://t.co/FlT2MVmImU","en","Andhra Pradesh, India",0.7003,0,0.633,0.367,"pos",2020-05-02,"Andhra Pradesh","India",1
"RT @AutoRaja1212: In India
* Shortage of PPEs to Healthcare

* Insufficient testing #Covid_19

* Millions of poor people are starving

* Mi…","en","Bengaluru/ Agartala, India",-0.4767,0.237,0.763,0,"neg",2020-05-02,"Bengaluru/ Agartala","India",-1
